species,pathway,cor,p_value,celltype
Bacteroides_BPS,BAELDE_DIABETIC_NEPHROPATHY_DN,0.0875356602619527,1.00427222621396e-53,classical Monocyte
Bacteroides_BPS,BAELDE_DIABETIC_NEPHROPATHY_UP,-0.0599625028938745,4.57046061003819e-26,classical Monocyte
Bacteroides_BPS,BAE_BRCA1_TARGETS_DN,0.0344987215251424,1.26431730559586e-09,classical Monocyte
Bacteroides_BPS,BAE_BRCA1_TARGETS_UP,-0.0193224212503427,0.000673605304262437,classical Monocyte
Bacteroides_BPS,BAFNA_MUC4_TARGETS_UP,0.00899417064194517,0.113522055125242,classical Monocyte
Bacteroides_BPS,BAKER_HEMATOPOESIS_STAT1_TARGETS,-0.00794656668990701,0.162046206602561,classical Monocyte
Bacteroides_BPS,BAKER_HEMATOPOESIS_STAT5_TARGETS,-0.0119680956859072,0.0352160664364293,classical Monocyte
Bacteroides_BPS,BAKER_HEMATOPOIESIS_STAT3_TARGETS,0.04790914393025,3.32706273464972e-17,classical Monocyte
Bacteroides_BPS,BAKKER_FOXO3_TARGETS_DN,-0.0611590555992473,4.71664208778882e-27,classical Monocyte
Bacteroides_BPS,BAKKER_FOXO3_TARGETS_UP,0.0410386488584916,5.05528560896079e-13,classical Monocyte
Bacteroides_BPS,BALDWIN_PRKCI_TARGETS_UP,0.0295830977321578,1.92649731133776e-07,classical Monocyte
Bacteroides_BPS,BALLIF_DEVELOPMENTAL_DISABILITY_P16_P12_DELETION,0.0452311847585803,1.68577873698899e-15,classical Monocyte
Bacteroides_BPS,BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_DN,0.169152217709579,1.86357415319238e-197,classical Monocyte
Bacteroides_BPS,BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_UP,-0.0136566020713417,0.0162614112768479,classical Monocyte
Bacteroides_BPS,BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN,-0.0342198772987605,1.71466906561533e-09,classical Monocyte
Bacteroides_BPS,BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP,-0.0154316661793772,0.00662022399015326,classical Monocyte
Bacteroides_BPS,BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_DN,-0.0143707648912318,0.011449541857945,classical Monocyte
Bacteroides_BPS,BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP,-0.0112974467329983,0.0468280259795582,classical Monocyte
Bacteroides_BPS,BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN,-0.0107594374253588,0.0583338312210287,classical Monocyte
Bacteroides_BPS,BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP,-0.0151292764096778,0.00776426410388117,classical Monocyte
Bacteroides_BPS,BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN,-0.0334725156598522,3.83519378458381e-09,classical Monocyte
Bacteroides_BPS,BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP,0.0482621105203165,1.95085627453666e-17,classical Monocyte
Bacteroides_BPS,BARIS_THYROID_CANCER_DN,-0.00629313448821929,0.26816868738976,classical Monocyte
Bacteroides_BPS,BARIS_THYROID_CANCER_UP,-0.0408517551843283,6.43753894335586e-13,classical Monocyte
Bacteroides_BPS,BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN,-0.00365228244824988,0.520469240870535,classical Monocyte
Bacteroides_BPS,BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP,-0.00558959158244731,0.325362463221041,classical Monocyte
Bacteroides_BPS,BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN,0.0298897691030254,1.43829673920976e-07,classical Monocyte
Bacteroides_BPS,BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP,-0.0183567818207921,0.0012372399226431,classical Monocyte
Bacteroides_BPS,BARRIER_COLON_CANCER_RECURRENCE_DN,-0.0191427795420463,0.000755822381121547,classical Monocyte
Bacteroides_BPS,BARRIER_COLON_CANCER_RECURRENCE_UP,-0.00578338473156188,0.308869677606174,classical Monocyte
Bacteroides_BPS,BASAKI_YBX1_TARGETS_DN,0.157422945819196,5.74030317765253e-171,classical Monocyte
Bacteroides_BPS,BASAKI_YBX1_TARGETS_UP,-0.064434074582628,7.50267460368149e-30,classical Monocyte
Bacteroides_BPS,BASSO_B_LYMPHOCYTE_NETWORK,0.0206033359203943,0.000288349918272676,classical Monocyte
Bacteroides_BPS,BASSO_CD40_SIGNALING_DN,0.00428346498875559,0.451041208556702,classical Monocyte
Bacteroides_BPS,BASSO_CD40_SIGNALING_UP,0.00732678602616444,0.197339919143856,classical Monocyte
Bacteroides_BPS,BASSO_HAIRY_CELL_LEUKEMIA_DN,0.0327799317925252,7.96542360118643e-09,classical Monocyte
Bacteroides_BPS,BASSO_HAIRY_CELL_LEUKEMIA_UP,0.0826661516005038,4.35419149035904e-48,classical Monocyte
Bacteroides_BPS,BAUS_TFF2_TARGETS_DN,-0.0311986624832845,4.00230973640474e-08,classical Monocyte
Bacteroides_BPS,BAUS_TFF2_TARGETS_UP,-0.0556562828086291,1.12213197788251e-22,classical Monocyte
Bacteroides_BPS,BEAUCHAMP_MISS_54_MYRISTOYLATION_INHIBITION_SENSITIVE_SIGNATURE,0.0811447480838589,2.15602534851458e-46,classical Monocyte
Bacteroides_BPS,BECKER_TAMOXIFEN_RESISTANCE_DN,0.0566903426061663,1.8144289632785e-23,classical Monocyte
Bacteroides_BPS,BECKER_TAMOXIFEN_RESISTANCE_UP,-0.0920225819552797,3.31183847296553e-59,classical Monocyte
Bacteroides_BPS,BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3,0.014629594661922,0.0100466664233541,classical Monocyte
Bacteroides_BPS,BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN,-0.0606994764532411,1.13435892792179e-26,classical Monocyte
Bacteroides_BPS,BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP,0.209926399811998,2.21936560934751e-305,classical Monocyte
Bacteroides_BPS,BEIER_GLIOMA_STEM_CELL_DN,-0.0602367264086048,2.72659314877481e-26,classical Monocyte
Bacteroides_BPS,BEIER_GLIOMA_STEM_CELL_UP,-0.0210578587104416,0.000210935075542896,classical Monocyte
Bacteroides_BPS,BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE,0.00781241972787774,0.16924978396191,classical Monocyte
Bacteroides_BPS,BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS,-0.104466308414962,7.36591306149023e-76,classical Monocyte
Bacteroides_BPS,BENPORATH_CYCLING_GENES,0.076906286971848,7.73577384598625e-42,classical Monocyte
Bacteroides_BPS,BENPORATH_EED_TARGETS,0.0914278070981577,1.83066479431487e-58,classical Monocyte
Bacteroides_BPS,BENPORATH_ES_1,0.00603230385858773,0.28851034140936,classical Monocyte
Bacteroides_BPS,BENPORATH_ES_2,-0.0204621615191021,0.000317361670293131,classical Monocyte
Bacteroides_BPS,BENPORATH_ES_CORE_NINE,-0.0167011117829211,0.00329517305167132,classical Monocyte
Bacteroides_BPS,BENPORATH_ES_CORE_NINE_CORRELATED,-0.0143971626926336,0.0112989027102973,classical Monocyte
Bacteroides_BPS,BENPORATH_ES_WITH_H3K27ME3,0.0344816888319754,1.28815535987049e-09,classical Monocyte
Bacteroides_BPS,BENPORATH_MYC_MAX_TARGETS,0.00456267191771001,0.422085968181569,classical Monocyte
Bacteroides_BPS,BENPORATH_MYC_TARGETS_WITH_EBOX,0.04546144590278,1.21333618106248e-15,classical Monocyte
Bacteroides_BPS,BENPORATH_NANOG_TARGETS,0.0704862086176434,2.09985868428292e-35,classical Monocyte
Bacteroides_BPS,BENPORATH_NOS_TARGETS,0.0604442442478096,1.84152768563456e-26,classical Monocyte
Bacteroides_BPS,BENPORATH_OCT4_TARGETS,0.055262635787524,2.22587862840839e-22,classical Monocyte
Bacteroides_BPS,BENPORATH_PRC2_TARGETS,0.00873667636013933,0.124232109893299,classical Monocyte
Bacteroides_BPS,BENPORATH_PROLIFERATION,-0.0848503536526308,1.41432275236919e-50,classical Monocyte
Bacteroides_BPS,BENPORATH_SOX2_TARGETS,0.0860409098104194,5.84421590015307e-52,classical Monocyte
Bacteroides_BPS,BENPORATH_SUZ12_TARGETS,0.0914442440227014,1.74643989141625e-58,classical Monocyte
Bacteroides_BPS,BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN,0.0896964617688447,2.49133782579281e-56,classical Monocyte
Bacteroides_BPS,BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP,0.00310452360523741,0.584898839855144,classical Monocyte
Bacteroides_BPS,BERENJENO_TRANSFORMED_BY_RHOA_DN,-0.0255000748487285,7.2072308506387e-06,classical Monocyte
Bacteroides_BPS,BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN,0.0642078602438407,1.18349682120563e-29,classical Monocyte
Bacteroides_BPS,BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP,-0.000263943192055652,0.96295885524629,classical Monocyte
Bacteroides_BPS,BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN,-0.0173030450470596,0.00232909814054642,classical Monocyte
Bacteroides_BPS,BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP,0.00818760687776536,0.149687588688513,classical Monocyte
Bacteroides_BPS,BERENJENO_TRANSFORMED_BY_RHOA_UP,-0.0522075069829779,3.84909334236048e-20,classical Monocyte
Bacteroides_BPS,BERGER_MBD2_TARGETS,0.00118036570965178,0.835474348049285,classical Monocyte
Bacteroides_BPS,BERGER_PLATELET_HYPERREACTIVITY_PRESS_DOWN,0.0917549599233337,7.15781025418577e-59,classical Monocyte
Bacteroides_BPS,BERGER_PLATELET_HYPERREACTIVITY_PRESS_UP,-0.022863112697989,5.73890846039352e-05,classical Monocyte
Bacteroides_BPS,BERNARD_PPAPDC1B_TARGETS_DN,0.0211005206370354,0.000204771716226601,classical Monocyte
Bacteroides_BPS,BERNARD_PPAPDC1B_TARGETS_UP,0.0284577931792775,5.49497624801949e-07,classical Monocyte
Bacteroides_BPS,BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN,0.0691570224627128,3.8394667969163e-34,classical Monocyte
Bacteroides_BPS,BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP,-0.00210777146125257,0.710739288304703,classical Monocyte
Bacteroides_BPS,BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,0.0828501608111139,2.70265056770595e-48,classical Monocyte
