""	class.Actinobacteria.id.419	class.Alphaproteobacteria.id.2379	class.Bacilli.id.1673	class.Bacteroidia.id.912	class.Betaproteobacteria.id.2867	class.Clostridia.id.1859	class.Coriobacteriia.id.809	class.Deltaproteobacteria.id.3087	class.Erysipelotrichia.id.2147	class.Gammaproteobacteria.id.3303	class.Lentisphaeria.id.2250	class.Melainabacteria.id.1589	class.Methanobacteria.id.119	class.Mollicutes.id.3920	class.Negativicutes.id.2164	class.Verrucomicrobiae.id.4029	family.Acidaminococcaceae.id.2166	family.Actinomycetaceae.id.421	family.Alcaligenaceae.id.2875	family.Bacteroidaceae.id.917	family.BacteroidalesS24.7group.id.11173	family.Bifidobacteriaceae.id.433	family.Christensenellaceae.id.1866	family.Clostridiaceae1.id.1869	family.ClostridialesvadinBB60group.id.11286	family.Coriobacteriaceae.id.811	family.Defluviitaleaceae.id.1924	family.Desulfovibrionaceae.id.3169	family.Enterobacteriaceae.id.3469	family.Erysipelotrichaceae.id.2149	family.FamilyXI.id.1936	family.FamilyXIII.id.1957	family.Lachnospiraceae.id.1987	family.Lactobacillaceae.id.1836	family.Methanobacteriaceae.id.121	family.Oxalobacteraceae.id.2966	family.Pasteurellaceae.id.3689	family.Peptococcaceae.id.2024	family.Peptostreptococcaceae.id.2042	family.Porphyromonadaceae.id.943	family.Prevotellaceae.id.960	family.Rhodospirillaceae.id.2717	family.Rikenellaceae.id.967	family.Ruminococcaceae.id.2050	family.Streptococcaceae.id.1850	family.unknownfamily.id.1000001214	family.unknownfamily.id.1000005471	family.unknownfamily.id.1000006161	family.Veillonellaceae.id.2172	family.Verrucomicrobiaceae.id.4036	family.Victivallaceae.id.2255	genus..Clostridiuminnocuumgroup.id.14397	genus..Eubacteriumbrachygroup.id.11296	genus..Eubacteriumcoprostanoligenesgroup.id.11375	genus..Eubacteriumeligensgroup.id.14372	genus..Eubacteriumfissicatenagroup.id.14373	genus..Eubacteriumhalliigroup.id.11338	genus..Eubacteriumnodatumgroup.id.11297	genus..Eubacteriumoxidoreducensgroup.id.11339	genus..Eubacteriumrectalegroup.id.14374	genus..Eubacteriumruminantiumgroup.id.11340	genus..Eubacteriumventriosumgroup.id.11341	genus..Eubacteriumxylanophilumgroup.id.14375	genus..Ruminococcusgauvreauiigroup.id.11342	genus..Ruminococcusgnavusgroup.id.14376	genus..Ruminococcustorquesgroup.id.14377	genus.Actinomyces.id.423	genus.Adlercreutzia.id.812	genus.Akkermansia.id.4037	genus.Alistipes.id.968	genus.Allisonella.id.2174	genus.Alloprevotella.id.961	genus.Anaerofilum.id.2053	genus.Anaerostipes.id.1991	genus.Anaerotruncus.id.2054	genus.Bacteroides.id.918	genus.Barnesiella.id.944	genus.Bifidobacterium.id.436	genus.Bilophila.id.3170	genus.Blautia.id.1992	genus.Butyricicoccus.id.2055	genus.Butyricimonas.id.945	genus.Butyrivibrio.id.1993	genus.CandidatusSoleaferrea.id.11350	genus.Catenibacterium.id.2153	genus.ChristensenellaceaeR.7group.id.11283	genus.Clostridiumsensustricto1.id.1873	genus.Collinsella.id.815	genus.Coprobacter.id.949	genus.Coprococcus1.id.11301	genus.Coprococcus2.id.11302	genus.Coprococcus3.id.11303	genus.DefluviitaleaceaeUCG011.id.11287	genus.Desulfovibrio.id.3173	genus.Dialister.id.2183	genus.Dorea.id.1997	genus.Eggerthella.id.819	genus.Eisenbergiella.id.11304	genus.Enterorhabdus.id.820	genus.Erysipelatoclostridium.id.11381	genus.ErysipelotrichaceaeUCG003.id.11384	genus.Escherichia.Shigella.id.3504	genus.Faecalibacterium.id.2057	genus.FamilyXIIIAD3011group.id.11293	genus.FamilyXIIIUCG001.id.11294	genus.Flavonifractor.id.2059	genus.Fusicatenibacter.id.11305	genus.Gordonibacter.id.821	genus.Haemophilus.id.3698	genus.Holdemanella.id.11393	genus.Holdemania.id.2157	genus.Howardella.id.2000	genus.Hungatella.id.11306	genus.Intestinibacter.id.11345	genus.Intestinimonas.id.2062	genus.Lachnoclostridium.id.11308	genus.Lachnospira.id.2004	genus.LachnospiraceaeFCS020group.id.11314	genus.LachnospiraceaeNC2004group.id.11316	genus.LachnospiraceaeND3007group.id.11317	genus.LachnospiraceaeNK4A136group.id.11319	genus.LachnospiraceaeUCG001.id.11321	genus.LachnospiraceaeUCG004.id.11324	genus.LachnospiraceaeUCG008.id.11328	genus.LachnospiraceaeUCG010.id.11330	genus.Lactobacillus.id.1837	genus.Lactococcus.id.1851	genus.Marvinbryantia.id.2005	genus.Methanobrevibacter.id.123	genus.Odoribacter.id.952	genus.Olsenella.id.822	genus.Oscillibacter.id.2063	genus.Oscillospira.id.2064	genus.Oxalobacter.id.2978	genus.Parabacteroides.id.954	genus.Paraprevotella.id.962	genus.Parasutterella.id.2892	genus.Peptococcus.id.2037	genus.Phascolarctobacterium.id.2168	genus.Prevotella7.id.11182	genus.Prevotella9.id.11183	genus.RikenellaceaeRC9gutgroup.id.11191	genus.Romboutsia.id.11347	genus.Roseburia.id.2012	genus.Ruminiclostridium5.id.11355	genus.Ruminiclostridium6.id.11356	genus.Ruminiclostridium9.id.11357	genus.RuminococcaceaeNK4A214group.id.11358	genus.RuminococcaceaeUCG002.id.11360	genus.RuminococcaceaeUCG003.id.11361	genus.RuminococcaceaeUCG004.id.11362	genus.RuminococcaceaeUCG005.id.11363	genus.RuminococcaceaeUCG009.id.11366	genus.RuminococcaceaeUCG010.id.11367	genus.RuminococcaceaeUCG011.id.11368	genus.RuminococcaceaeUCG013.id.11370	genus.RuminococcaceaeUCG014.id.11371	genus.Ruminococcus1.id.11373	genus.Ruminococcus2.id.11374	genus.Sellimonas.id.14369	genus.Senegalimassilia.id.11160	genus.Slackia.id.825	genus.Streptococcus.id.1853	genus.Subdoligranulum.id.2070	genus.Sutterella.id.2896	genus.Terrisporobacter.id.11348	genus.Turicibacter.id.2162	genus.Tyzzerella3.id.11335	genus.unknowngenus.id.1000000073	genus.unknowngenus.id.1000001215	genus.unknowngenus.id.1000005472	genus.unknowngenus.id.1000005479	genus.unknowngenus.id.1000006162	genus.unknowngenus.id.1868	genus.unknowngenus.id.2001	genus.unknowngenus.id.2041	genus.unknowngenus.id.2071	genus.unknowngenus.id.2755	genus.unknowngenus.id.826	genus.unknowngenus.id.959	genus.Veillonella.id.2198	genus.Victivallis.id.2256	order.Actinomycetales.id.420	order.Bacillales.id.1674	order.Bacteroidales.id.913	order.Bifidobacteriales.id.432	order.Burkholderiales.id.2874	order.Clostridiales.id.1863	order.Coriobacteriales.id.810	order.Desulfovibrionales.id.3156	order.Enterobacteriales.id.3468	order.Erysipelotrichales.id.2148	order.Gastranaerophilales.id.1591	order.Lactobacillales.id.1800	order.Methanobacteriales.id.120	order.MollicutesRF9.id.11579	order.NB1n.id.3953	order.Pasteurellales.id.3688	order.Rhodospirillales.id.2667	order.Selenomonadales.id.2165	order.Verrucomicrobiales.id.4030	order.Victivallales.id.2254	phylum.Actinobacteria.id.400	phylum.Bacteroidetes.id.905	phylum.Cyanobacteria.id.1500	phylum.Euryarchaeota.id.55	phylum.Firmicutes.id.1672	phylum.Lentisphaerae.id.2238	phylum.Proteobacteria.id.2375	phylum.Tenericutes.id.3919	phylum.Verrucomicrobia.id.3982
NK	1	1	0.887112887112887	0.511488511488512	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	1	1	1	1	0.000999000999000999	1	0.012987012987013	1	1	1	0.993006993006993	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	1	1	1	0.000999000999000999	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	1	1	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	1	0.945054945054945	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	1	1	1	1	1	1	1	0.936063936063936	0.000999000999000999	0.000999000999000999	1	1	0.164835164835165	0.000999000999000999	0.100899100899101	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	1	1	1	0.000999000999000999	0.000999000999000999	0.004995004995005	1	0.000999000999000999	0.000999000999000999	1	1	1	0.000999000999000999	1	1	1	1	1	0.000999000999000999	0.000999000999000999	0.276723276723277	1	1	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	0.835164835164835	1	1	1	0.000999000999000999	0.004995004995005	0.000999000999000999	1	1	0.016983016983017	1	1	1	1	0.00599400599400599	1	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	1	1	1	1	0.000999000999000999	0.00799200799200799	0.000999000999000999	0.0559440559440559	1	1	0.235764235764236	1	1	0.000999000999000999	1	0.506493506493507	1	0.000999000999000999	1	1	1	1	1	1	0.000999000999000999	0.000999000999000999	1	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.041958041958042	1	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999
CD14 Monocyte	0.000999000999000999	1	0.000999000999000999	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	1	1	0.0779220779220779	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.812187812187812	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.986013986013986	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	1	1	0.995004995004995	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.992007992007992	1	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.001998001998002	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.756243756243756	0.000999000999000999	0.001998001998002	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	1	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	1	0.354645354645355	0.000999000999000999	1	0.000999000999000999	1	1	1	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.373626373626374	0.000999000999000999	1	1	1	0.993006993006993	0.000999000999000999	1	0.330669330669331	0.000999000999000999	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	1	1	1	0.992007992007992	1	1	0.812187812187812	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	0.0779220779220779	0.000999000999000999	0.000999000999000999	1	0.992007992007992	0.360639360639361	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.00899100899100899
CD8m T	1	1	0.619380619380619	0.567432567432567	0.000999000999000999	1	1	1	1	0.000999000999000999	0.004995004995005	1	0.000999000999000999	0.000999000999000999	1	0.00899100899100899	1	0.012987012987013	0.000999000999000999	0.0809190809190809	1	1	1	1	1	1	1	1	1	1	1	0.000999000999000999	1	0.034965034965035	0.000999000999000999	1	0.203796203796204	0.752247752247752	0.749250749250749	1	0.280719280719281	1	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	1	1	0.027972027972028	0.999000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	1	0.032967032967033	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.270729270729271	0.000999000999000999	1	1	0.000999000999000999	1	0.046953046953047	0.0809190809190809	0.000999000999000999	1	1	1	1	0.000999000999000999	1	1	1	0.000999000999000999	1	1	1	1	0.000999000999000999	1	0.00999000999000999	0.988011988011988	1	0.026973026973027	0.000999000999000999	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	1	1	0.000999000999000999	0.921078921078921	0.000999000999000999	0.733266733266733	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	1	1	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	1	1	1	0.46953046953047	1	0.000999000999000999	0.000999000999000999	0.554445554445555	0.000999000999000999	0.985014985014985	1	0.000999000999000999	0.36963036963037	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	1	1	0.000999000999000999	1	1	0.000999000999000999	1	1	0.0559440559440559	0.946053946053946	0.000999000999000999	0.00699300699300699	1	0.000999000999000999	0.000999000999000999	1	1	0.151848151848152	0.000999000999000999	0.568431568431568	1	0.000999000999000999	1	1	1	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.203796203796204	1	1	0.00899100899100899	0.004995004995005	1	0.000999000999000999	0.00799200799200799	0.000999000999000999	1	0.791208791208791	1	0.000999000999000999	0.037962037962038
IgA PB	1	0.999000999000999	0.97002997002997	0.002997002997003	0.999000999000999	1	1	0.998001998001998	1	0.000999000999000999	1	0.997002997002997	1	0.000999000999000999	1	1	1	1	0.929070929070929	0.687312687312687	0.998001998001998	1	1	0.983016983016983	1	1	0.000999000999000999	0.996003996003996	0.995004995004995	1	0.000999000999000999	1	0.999000999000999	0.027972027972028	1	1	0.988011988011988	0.658341658341658	1	1	1	1	1	1	1	1	1	1	1	1	0.434565434565435	1	1	1	1	0.000999000999000999	1	1	1	1	1	1	0.991008991008991	0.997002997002997	1	0.001998001998002	1	0.016983016983017	1	1	1	0.000999000999000999	1	1	1	0.687312687312687	0.994005994005994	1	1	1	1	1	1	1	1	0.00799200799200799	1	1	1	1	0.502497502497502	1	0.000999000999000999	1	1	1	1	0.000999000999000999	1	1	1	0.022977022977023	1	0.037962037962038	1	0.998001998001998	1	0.894105894105894	1	1	1	1	1	0.992007992007992	1	1	1	0.341658341658342	1	0.500499500499501	1	0.993006993006993	1	0.946053946053946	1	1	1	1	1	0.000999000999000999	1	1	1	1	0.867132867132867	1	0.996003996003996	1	1	1	1	1	1	1	1	0.000999000999000999	1	0.000999000999000999	1	0.350649350649351	1	0.998001998001998	1	1	1	1	1	0.000999000999000999	0.99000999000999	1	1	1	1	1	1	1	0.000999000999000999	0.996003996003996	1	1	1	0.998001998001998	1	1	1	0.280719280719281	1	1	1	1	1	1	1	1	0.002997002997003	1	1	1	1	0.998001998001998	0.995004995004995	1	1	0.000999000999000999	1	1	1	0.988011988011988	1	1	1	1	1	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1
CD4n T	1	0.803196803196803	0.991008991008991	1	0.001998001998002	1	1	1	1	0.000999000999000999	1	1	1	1	1	0.999000999000999	1	1	0.000999000999000999	0.0649350649350649	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	1	0.000999000999000999	1	1	1	0.000999000999000999	1	1	1	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	1	1	0.000999000999000999	1	1	0.984015984015984	1	1	0.0649350649350649	0.000999000999000999	1	0.99000999000999	1	1	1	1	1	1	0.000999000999000999	1	0.914085914085914	1	0.000999000999000999	0.000999000999000999	1	1	1	1	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	1	1	1	1	1	1	1	0.000999000999000999	1	1	1	1	0.000999000999000999	1	0.000999000999000999	0.311688311688312	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	1	1	1	0.864135864135864	0.000999000999000999	1	0.000999000999000999	1	0.181818181818182	0.468531468531469	1	0.999000999000999	1	0.000999000999000999	1	0.000999000999000999	0.99000999000999	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.137862137862138	0.000999000999000999	1	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	1	0.934065934065934	1	0.013986013986014	1	1	1	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	1	1	0.000999000999000999	1	0.000999000999000999	1	0.000999000999000999	1	1	0.999000999000999	1	1	1	0.000999000999000999	0.027972027972028	0.000999000999000999	1	1	1	1
CD16 Monocyte	0.00699300699300699	1	0.975024975024975	0.991008991008991	1	1	1	1	1	1	0.939060939060939	1	1	1	1	1	0.000999000999000999	0.000999000999000999	1	1	1	1	1	0.000999000999000999	1	1	1	1	0.999000999000999	1	0.000999000999000999	0.000999000999000999	0.999000999000999	0.000999000999000999	1	0.0749250749250749	0.688311688311688	1	1	1	0.597402597402597	1	1	0.000999000999000999	0.000999000999000999	1	0.004995004995005	0.000999000999000999	0.000999000999000999	1	1	1	0.000999000999000999	1	0.250749250749251	0.000999000999000999	0.000999000999000999	0.00599400599400599	0.96003996003996	1	1	0.988011988011988	0.759240759240759	1	1	1	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	1	1	1	1	1	1	0.000999000999000999	0.04995004995005	0.999000999000999	0.000999000999000999	1	1	1	0.000999000999000999	1	1	0.328671328671329	1	1	1	1	0.000999000999000999	0.998001998001998	1	0.949050949050949	0.994005994005994	0.999000999000999	0.995004995004995	1	1	0.951048951048951	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.106893106893107	1	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	0.998001998001998	1	1	1	0.000999000999000999	1	1	1	1	0.000999000999000999	0.85014985014985	1	0.173826173826174	1	1	0.000999000999000999	0.468531468531469	0.000999000999000999	1	0.381618381618382	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.999000999000999	1	1	1	0.000999000999000999	1	1	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	1	1	1	1	1	0.000999000999000999	1	1	1	1	1	1	1	0.004995004995005	1	0.000999000999000999	1	0.311688311688312	1	0.000999000999000999	0.000999000999000999	1	1	1	1	0.000999000999000999	1	0.991008991008991	1	1	1	1	1	0.999000999000999	1	1	1	1	0.004995004995005	0.000999000999000999	0.688311688311688	1	1	1	0.939060939060939	0.000999000999000999	1	1	1	0.000999000999000999	0.89010989010989	1	1	1
gd T	0.000999000999000999	1	1	1	0.868131868131868	0.969030969030969	0.99000999000999	1	1	0.000999000999000999	1	1	0.046953046953047	0.004995004995005	1	0.906093906093906	1	1	0.364635364635365	0.110889110889111	1	1	1	1	1	0.99000999000999	1	1	1	1	1	0.974025974025974	1	0.427572427572428	0.046953046953047	1	0.91008991008991	0.985014985014985	0.000999000999000999	1	1	1	0.001998001998002	1	1	1	0.84015984015984	0.342657342657343	1	0.966033966033966	0.468531468531469	1	1	0.000999000999000999	1	0.372627372627373	0.0679320679320679	0.998001998001998	1	0.000999000999000999	1	1	0.908091908091908	1	1	0.000999000999000999	1	0.494505494505495	0.989010989010989	0.000999000999000999	1	1	0.01998001998002	1	1	0.110889110889111	0.813186813186813	1	1	1	1	0.000999000999000999	1	1	1	0.002997002997003	1	1	1	1	1	0.865134865134865	0.829170829170829	1	1	1	0.000999000999000999	0.996003996003996	1	1	0.0679320679320679	0.011988011988012	0.000999000999000999	1	1	0.886113886113886	1	0.769230769230769	1	1	0.000999000999000999	1	0.948051948051948	0.000999000999000999	0.971028971028971	0.999000999000999	1	1	0.764235764235764	0.445554445554446	0.016983016983017	0.220779220779221	0.983016983016983	0.000999000999000999	0.587412587412587	1	0.013986013986014	1	0.000999000999000999	1	1	0.733266733266733	0.845154845154845	1	0.408591408591409	0.024975024975025	0.447552447552448	1	1	0.000999000999000999	1	1	1	1	1	0.200799200799201	0.37962037962038	0.756243756243756	0.000999000999000999	0.11988011988012	0.997002997002997	0.000999000999000999	1	0.015984015984016	1	1	0.989010989010989	1	0.000999000999000999	1	1	0.030969030969031	1	1	1	1	1	0.000999000999000999	1	1	0.84015984015984	1	0.342657342657343	1	1	0.000999000999000999	1	1	0.737262737262737	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	1	1	0.498501498501499	0.99000999000999	0.99000999000999	1	1	1	1	0.928071928071928	0.046953046953047	0.84015984015984	0.342657342657343	0.91008991008991	1	1	0.906093906093906	1	1	0.201798201798202	0.0789210789210789	0.000999000999000999	1	1	1	0.004995004995005	0.859140859140859
B	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.555444555444555	0.000999000999000999	1	0.000999000999000999	0.043956043956044	1	1	0.020979020979021	0.002997002997003	1	1	1	1	1	1	0.000999000999000999	1	0.121878121878122	1	0.555444555444555	0.000999000999000999	0.000999000999000999	0.997002997002997	1	1	1	1	0.000999000999000999	1	1	1	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	1	1	1	1	1	1	1	1	0.000999000999000999	1	1	1	1	1	1	1	0.000999000999000999	1	1	0.000999000999000999	0.987012987012987	1	1	1	1	1	1	1	1	0.578421578421578	0.831168831168831	1	0.000999000999000999	1	1	1	0.456543456543457	1	0.000999000999000999	1	0.000999000999000999	0.994005994005994	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.649350649350649	1	0.267732267732268	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	0.000999000999000999	1	1	1	1	1	0.997002997002997	0.000999000999000999	1	0.212787212787213	0.000999000999000999	1	0.000999000999000999	1	0.729270729270729	0.000999000999000999	0.000999000999000999	0.932067932067932	1	1	1	1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	1	1	0.998001998001998	1	1	0.000999000999000999	1	0.000999000999000999	1	1	0.000999000999000999	0.0529470529470529	0.000999000999000999	0.038961038961039	1	1	1	0.000999000999000999	1	1	0.000999000999000999	0.000999000999000999	1	1	0.000999000999000999	1	1	1	0.000999000999000999	1	0.000999000999000999	1	1	1	1	1	1	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	1	0.77022977022977	1	1	0.927072927072927	0.000999000999000999	0.000999000999000999	0.000999000999000999	1	0.555444555444555	0.000999000999000999	0.997002997002997	1	1	1	1	1	1	1	0.000999000999000999	0.002997002997003	1	0.043956043956044	1	0.000999000999000999	0.773226773226773	1	1	0.161838161838162	1	0.020979020979021	0.000999000999000999
DC	0.000999000999000999	0.945054945054945	0.042957042957043	1	1	1	1	1	1	1	0.95004995004995	1	0.000999000999000999	1	1	0.996003996003996	1	1	1	1	0.995004995004995	1	0.926073926073926	0.023976023976024	1	1	1	1	1	1	0.463536463536464	1	1	1	0.000999000999000999	0.000999000999000999	1	0.000999000999000999	1	1	1	1	1	0.983016983016983	1	1	0.998001998001998	0.00699300699300699	1	0.998001998001998	1	1	1	1	1	1	1	1	1	1	0.000999000999000999	1	0.056943056943057	0.000999000999000999	1	1	1	1	1	1	0.984015984015984	0.25974025974026	1	1	0.386613386613387	1	1	1	1	1	1	1	0.000999000999000999	1	1	1	0.267732267732268	1	1	1	1	0.000999000999000999	0.336663336663337	0.997002997002997	1	0.142857142857143	1	0.000999000999000999	0.889110889110889	0.999000999000999	1	1	1	0.932067932067932	1	1	1	0.000999000999000999	1	0.000999000999000999	1	0.14985014985015	1	1	0.003996003996004	1	0.000999000999000999	1	0.708291708291708	0.000999000999000999	1	0.999000999000999	0.986013986013986	0.817182817182817	0.000999000999000999	0.96003996003996	1	0.972027972027972	1	1	0.0719280719280719	0.033966033966034	1	0.000999000999000999	1	1	0.936063936063936	1	1	1	1	1	1	1	0.977022977022977	1	1	1	0.0909090909090909	0.000999000999000999	1	0.995004995004995	1	1	1	1	1	0.000999000999000999	1	1	1	0.996003996003996	0.387612387612388	1	1	1	1	0.553446553446554	1	1	0.998001998001998	0.995004995004995	0.00699300699300699	0.998001998001998	0.995004995004995	1	1	0.871128871128871	0.494505494505495	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000999000999000999	0.998001998001998	0.00699300699300699	1	1	1	0.996003996003996	0.95004995004995	0.911088911088911	0.546453546453547	0.875124875124875	0.00799200799200799	1	0.976023976023976	1	1	0.619380619380619
CD8eff T	0.615384615384615	1	1	1	0.0969030969030969	1	1	1	1	0.998001998001998	1	1	1	0.000999000999000999	0.994005994005994	0.962037962037962	1	0.999000999000999	0.997002997002997	0.91008991008991	1	0.995004995004995	1	0.93006993006993	0.999000999000999	1	0.989010989010989	1	0.763236763236763	1	0.035964035964036	1	1	0.000999000999000999	1	1	1	1	1	1	1	1	0.983016983016983	0.000999000999000999	0.000999000999000999	1	1	1	1	0.986013986013986	1	1	0.000999000999000999	0.826173826173826	1	0.000999000999000999	0.998001998001998	1	1	0.388611388611389	1	1	1	1	1	1	1	1	0.912087912087912	1	1	0.984015984015984	0.446553446553447	1	1	0.91008991008991	0.955044955044955	0.99000999000999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.946053946053946	0.987012987012987	1	1	1	0.975024975024975	1	0.772227772227772	0.000999000999000999	0.000999000999000999	1	1	1	1	1	1	1	1	0.000999000999000999	0.99000999000999	1	0.612387612387613	0.894105894105894	1	1	1	0.999000999000999	1	0.857142857142857	0.837162837162837	1	0.998001998001998	0.120879120879121	0.926073926073926	1	0.997002997002997	1	1	1	1	1	0.998001998001998	0.998001998001998	1	0.888111888111888	1	1	0.643356643356643	1	1	1	1	1	1	1	0.000999000999000999	0.896103896103896	1	1	0.931068931068931	0.0959040959040959	0.949050949050949	1	1	1	0.989010989010989	1	1	1	0.816183816183816	1	1	0.998001998001998	1	1	1	0.999000999000999	1	1	1	1	0.968031968031968	1	0.867132867132867	0.000999000999000999	1	1	1	1	1	0.999000999000999	1	1	0.995004995004995	0.983016983016983	1	1	1	0.763236763236763	1	1	0.000999000999000999	1	1	1	1	1	0.994005994005994	0.962037962037962	1	1	0.221778221778222	0.998001998001998	1	1	1	1	0.000999000999000999	0.844155844155844
